date,spot_foreign_net,spot_trust_net,spot_dealer_self_net,spot_dealer_hedge_net,spot_total_net,spot_dealer_net,fut_dealer_deal_net,fut_dealer_oi_net,fut_dealer_oi_long,fut_dealer_oi_short,fut_trust_deal_net,fut_trust_oi_net,fut_trust_oi_long,fut_trust_oi_short,fut_foreign_deal_net,fut_foreign_oi_net,fut_foreign_oi_long,fut_foreign_oi_short,opt_dealer_call_oi_net,opt_dealer_call_deal_net,opt_dealer_call_oi_long,opt_dealer_call_oi_short,opt_trust_call_oi_net,opt_trust_call_deal_net,opt_trust_call_oi_long,opt_trust_call_oi_short,opt_foreign_call_oi_net,opt_foreign_call_deal_net,opt_foreign_call_oi_long,opt_foreign_call_oi_short,opt_dealer_put_oi_net,opt_dealer_put_deal_net,opt_dealer_put_oi_long,opt_dealer_put_oi_short,opt_trust_put_oi_net,opt_trust_put_deal_net,opt_trust_put_oi_long,opt_trust_put_oi_short,opt_foreign_put_oi_net,opt_foreign_put_deal_net,opt_foreign_put_oi_long,opt_foreign_put_oi_short,opt_foreign_pcr,spot_foreign_net_5d,spot_trust_net_5d,spot_dealer_net_5d,spot_total_net_5d,fut_foreign_oi_chg,chip_label,chip_bias
2025-08-13,70.36580411,-15.02399863,-0.46578231,29.23632293,84.1123461,28.77054062,-613.0,3168.0,7490.0,4322.0,-538.0,29334.0,38802.0,9468.0,1554.0,-33570.0,22724.0,56294.0,17020.0,-2286.0,41882.0,24862.0,-40.0,0.0,0.0,40.0,8695.0,-1113.0,23464.0,14769.0,12859.0,-16238.0,43560.0,30701.0,80.0,0.0,80.0,0.0,-10511.0,-2352.0,13097.0,23608.0,0.5581742243436754,70.36580411,-15.02399863,28.77054062,84.1123461,,偏多｜外資現貨大買；選擇權 PCR 偏低≤0.88（≈P20）,1
2025-08-14,-44.60109509,-20.45083709,14.50404712,24.33779668,-26.21008838,38.8418438,945.0,4136.0,7748.0,3612.0,-706.0,28628.0,38098.0,9470.0,-679.0,-34379.0,21900.0,56279.0,13527.0,-3493.0,46362.0,32835.0,-40.0,0.0,0.0,40.0,8252.0,-443.0,24955.0,16703.0,17109.0,4250.0,54938.0,37829.0,159.0,79.0,159.0,0.0,-9097.0,1414.0,16060.0,25157.0,0.6435584051292326,25.764709019999998,-35.47483572,67.61238442,57.902257719999994,-809.0,偏空｜投信賣超；選擇權 PCR 偏低≤0.88（≈P20）,-1
2025-08-15,53.73846115,-33.56859132,18.67986315,7.07080356,45.92053654,25.75066671,206.0,4353.0,7991.0,3638.0,-2990.0,25638.0,34690.0,9052.0,145.0,-34207.0,20968.0,55175.0,10096.0,-10826.0,39427.0,29331.0,-40.0,0.0,0.0,40.0,8672.0,621.0,25384.0,16712.0,15031.0,-8463.0,48113.0,33082.0,159.0,0.0,159.0,0.0,-9466.0,-828.0,16327.0,25793.0,0.6432004412228175,79.50317017,-69.04342704000001,93.36305113,103.82279426,172.0,偏多｜外資現貨大買；投信賣超；選擇權 PCR 偏低≤0.88（≈P20）,1
2025-08-18,46.38950093,17.31672993,9.85643242,-9.77775276,63.78491052,0.07867966,-833.0,3397.0,7404.0,4007.0,-18.0,25620.0,34564.0,8944.0,4421.0,-29626.0,26199.0,55825.0,10959.0,863.0,41870.0,30911.0,-40.0,0.0,0.0,40.0,8559.0,-113.0,26824.0,18265.0,10077.0,-4954.0,50908.0,40831.0,159.0,0.0,159.0,0.0,-8840.0,626.0,19164.0,28004.0,0.7144348344765882,125.8926711,-51.72669711,93.44173079,167.60770478,4581.0,偏多｜外資期貨淨多增；選擇權 PCR 偏低≤0.88（≈P20）,1
2025-08-19,-110.07665546,-16.42414216,-16.93738617,-44.15298242,-187.59116621,-61.09036859,868.0,4331.0,8365.0,4034.0,-444.0,25176.0,34198.0,9022.0,-2794.0,-32633.0,27019.0,59652.0,3501.0,-7458.0,44676.0,41175.0,-40.0,0.0,0.0,40.0,8115.0,-444.0,27057.0,18942.0,11479.0,1402.0,57279.0,45800.0,199.0,40.0,199.0,0.0,-7074.0,1766.0,21050.0,28124.0,0.7779872121816905,15.81601563999999,-68.15083927,32.351362200000004,-19.983461430000034,-3007.0,偏空確認｜外資現貨大賣；外資期貨淨空增；選擇權 PCR 偏低≤0.88（≈P20）,-2
2025-08-20,-626.68571933,-27.34736666,19.15367105,-55.40196143,-690.28137637,-36.24829038,2082.0,6099.0,9367.0,3268.0,-1426.0,23750.0,33256.0,9506.0,-4201.0,-35143.0,17105.0,52248.0,322.0,-31600.0,27026.0,26704.0,0.0,0.0,0.0,0.0,2617.0,-5967.0,7598.0,4981.0,2194.0,1913.0,25564.0,23370.0,0.0,-79.0,0.0,0.0,1090.0,845.0,8120.0,7030.0,1.0687022900763359,-681.2355078,-80.4742073,-32.667468799999995,-794.3771839,-2510.0,偏空確認｜外資現貨大賣；外資期貨淨空增；投信賣超,-2
2025-08-21,-100.78910548,16.04056355,10.99230232,13.07298361,-60.683256,24.06528593,-1106.0,4884.0,8640.0,3756.0,-139.0,23611.0,32923.0,9312.0,4609.0,-30387.0,19173.0,49560.0,3517.0,3195.0,33554.0,30037.0,-40.0,-40.0,0.0,40.0,4258.0,1641.0,12325.0,8067.0,2012.0,-182.0,35023.0,33011.0,40.0,40.0,40.0,0.0,-742.0,-1832.0,11577.0,12319.0,0.9393103448275862,-737.4235181900001,-43.982806659999994,-47.444026669999985,-828.85035152,4756.0,中性／雜訊｜外資現貨大賣；外資期貨淨多增；現貨賣／期貨多→可能回補或對沖,0
2025-08-22,-163.97993687,-11.63084639,-5.73635339,-4.53809804,-185.88523469,-10.27445143,-1309.0,3504.0,7778.0,4274.0,-406.0,23205.0,32582.0,9377.0,3637.0,-26735.0,21716.0,48451.0,7185.0,-10338.0,27603.0,20418.0,-40.0,0.0,0.0,40.0,4906.0,595.0,12210.0,7304.0,-2712.0,-7534.0,28673.0,31385.0,40.0,0.0,40.0,0.0,-510.0,294.0,10697.0,11207.0,0.8760851760851761,-955.1419162100001,-22.045061729999993,-83.46914480999999,-1060.6561227500001,3652.0,中性／雜訊｜外資現貨大賣；外資期貨淨多增；現貨賣／期貨多→可能回補或對沖,0
2025-08-25,241.14791914,32.3160625,13.84604238,43.49395688,330.8039809,57.33999926,285.0,3789.0,7815.0,4026.0,306.0,23511.0,32658.0,9147.0,-556.0,-25609.0,21711.0,47320.0,6889.0,-296.0,32445.0,25556.0,-40.0,0.0,0.0,40.0,5500.0,594.0,14889.0,9389.0,1688.0,4400.0,35915.0,34227.0,40.0,0.0,40.0,0.0,-2521.0,-2011.0,12158.0,14679.0,0.8165759957015246,-760.3834980000001,-7.045729159999993,-26.207825209999996,-793.6370523700001,1126.0,偏多確認｜外資現貨大買；投信買超；選擇權 PCR 偏低≤0.88（≈P20）,2
2025-08-26,-145.08100864,-24.25226828,3.35292654,29.88533201,-136.09501837,33.23825855,966.0,4754.0,8257.0,3503.0,-365.0,23146.0,32292.0,9146.0,-1423.0,-27132.0,20592.0,47724.0,4716.0,-2173.0,37506.0,32790.0,-40.0,0.0,0.0,40.0,3532.0,-1968.0,15502.0,11970.0,3435.0,1747.0,39205.0,35770.0,40.0,0.0,40.0,0.0,-170.0,2351.0,15853.0,16023.0,1.022642239711005,-795.3878511800001,-14.873855279999994,68.12080193,-742.14090453,-1523.0,偏空確認｜外資現貨大賣；外資期貨淨空增；投信賣超,-2
2025-08-27,-19.47570889,-16.47591422,28.1525936,82.49447023,74.69544072,110.64706383,-1693.0,3106.0,7365.0,4259.0,16.0,23162.0,32122.0,8960.0,2196.0,-24771.0,22813.0,47584.0,6132.0,6267.0,25552.0,19420.0,-40.0,0.0,0.0,40.0,4062.0,1922.0,11210.0,7148.0,2793.0,-25470.0,29148.0,26355.0,40.0,0.0,40.0,0.0,-656.0,-1880.0,10038.0,10694.0,0.895450490633363,-188.1778407400001,-4.002402839999995,215.01615614,22.83591255999997,2361.0,偏多｜外資期貨淨多增；現貨賣／期貨多→可能回補或對沖,1
2025-08-28,-95.20531049,-27.60035692,-2.37115928,-11.11771071,-136.2945374,-13.48886999,1928.0,5034.0,8505.0,3471.0,-446.0,22716.0,31805.0,9089.0,-1217.0,-26087.0,21168.0,47255.0,6032.0,-100.0,34357.0,28325.0,-40.0,0.0,0.0,40.0,2689.0,-1373.0,12852.0,10163.0,6537.0,3744.0,39453.0,32916.0,40.0,0.0,40.0,0.0,1022.0,1678.0,14413.0,13391.0,1.1214596949891067,-182.59404575000013,-47.64332331,177.46200022,-52.77536884000003,-1316.0,偏空確認｜外資現貨大賣；投信賣超,-2
2025-08-29,-86.35002338,-3.35109173,4.43164972,-1.0941848,-86.36365019,3.33746492,-985.0,4047.0,7742.0,3695.0,240.0,22956.0,32047.0,9091.0,-288.0,-26309.0,21342.0,47651.0,5818.0,-11708.0,28444.0,22626.0,-40.0,0.0,0.0,40.0,3585.0,1584.0,12828.0,9243.0,-4821.0,-15752.0,30954.0,35775.0,40.0,0.0,40.0,0.0,88.0,-761.0,13578.0,13490.0,1.058465855940131,-104.96413226000013,-39.36356864999999,191.07391657,46.746215659999976,-222.0,偏空｜外資現貨大賣,-1
2025-09-01,-76.66900296,-30.59842787,-27.51433877,-81.15680864,-215.93857824,-108.67114741,2.0,4049.0,8280.0,4231.0,-523.0,22433.0,31754.0,9321.0,-249.0,-26664.0,21375.0,48039.0,5736.0,-82.0,36830.0,31094.0,-40.0,0.0,0.0,40.0,4956.0,1371.0,17387.0,12431.0,1804.0,6625.0,40212.0,38408.0,40.0,0.0,40.0,0.0,727.0,639.0,16409.0,15682.0,0.943751078391902,-422.78105436000016,-102.27805902,25.062769899999992,-499.99634348000006,-355.0,偏空確認｜外資現貨大賣；投信賣超,-2
2025-09-02,77.8623953,-61.0268347,-10.77548032,4.90890927,10.96898955,-5.86657105,-954.0,3100.0,7781.0,4681.0,-300.0,22133.0,31495.0,9362.0,2335.0,-24295.0,23319.0,47614.0,3511.0,-2225.0,35253.0,31742.0,-40.0,0.0,0.0,40.0,4499.0,-457.0,18659.0,14160.0,-1886.0,-3690.0,42379.0,44265.0,40.0,0.0,40.0,0.0,-202.0,-929.0,17193.0,17395.0,0.9214320167211534,-199.83765042000016,-139.05262543999999,-14.042059700000006,-352.93233556000007,2369.0,偏多確認｜外資現貨大買；外資期貨淨多增；投信賣超,2
2025-09-03,81.99762036,-6.37699825,5.94424275,18.26384013,99.82870499,24.20808288,1200.0,4136.0,8365.0,4229.0,-252.0,21881.0,31182.0,9301.0,-491.0,-24788.0,23273.0,48061.0,3500.0,-9264.0,28977.0,25477.0,-40.0,0.0,0.0,40.0,2736.0,198.0,11556.0,8820.0,170.0,-8933.0,32577.0,32407.0,40.0,0.0,40.0,0.0,-3086.0,-2775.0,10668.0,13754.0,0.9231568016614745,-98.36432117000014,-128.95370946999998,-100.48104065000001,-327.79907129000003,-493.0,偏多｜外資現貨大買,1
2025-09-04,118.08136125,-15.45453579,-2.21496133,15.92647455,116.33833868,13.71151322,-163.0,3874.0,7661.0,3787.0,-210.0,21671.0,30919.0,9248.0,1287.0,-23503.0,23910.0,47413.0,11601.0,8101.0,37622.0,26021.0,-40.0,0.0,0.0,40.0,2688.0,-48.0,14696.0,12008.0,7155.0,6985.0,43314.0,36159.0,40.0,0.0,40.0,0.0,-4398.0,-1312.0,14761.0,19159.0,1.0044229722373434,114.92235056999988,-116.80788833999999,-73.28065744,-75.16619521000003,1285.0,偏多｜外資現貨大買,1
2025-09-05,282.81116909,-4.33975608,19.90403544,31.87265877,330.24810722,51.77669421,-735.0,3080.0,7545.0,4465.0,148.0,21819.0,30968.0,9149.0,2067.0,-21304.0,25250.0,46554.0,6674.0,-3579.0,29158.0,22484.0,-40.0,0.0,0.0,40.0,3039.0,94.0,14417.0,11378.0,-2733.0,-18827.0,33322.0,36055.0,40.0,0.0,40.0,0.0,-4565.0,361.0,13566.0,18131.0,0.9409724630644378,484.0835430399999,-117.79655269,-24.841428150000006,341.4455622,2199.0,偏多確認｜外資現貨大買；外資期貨淨多增,2
2025-09-08,146.18525216,-12.20126071,1.4802277,24.5018949,159.96611405,25.9821226,-255.0,2727.0,7334.0,4607.0,226.0,22045.0,31105.0,9060.0,-748.0,-21999.0,25384.0,47383.0,6319.0,-355.0,29416.0,23097.0,-40.0,0.0,0.0,40.0,3048.0,9.0,15451.0,12403.0,-1717.0,1016.0,42635.0,44352.0,40.0,0.0,40.0,0.0,-4693.0,-128.0,15758.0,20451.0,1.0198692641252993,706.9377981599999,-99.39938552999999,109.81184185999999,717.35025449,-695.0,偏多｜外資現貨大買,1
2025-09-09,356.53694959,-17.82067231,-5.933013,52.48567415,385.26893843,46.55266115,-642.0,1938.0,7472.0,5534.0,407.0,22452.0,31400.0,8948.0,1515.0,-18792.0,28521.0,47313.0,8795.0,2476.0,32196.0,23401.0,-40.0,0.0,0.0,40.0,4629.0,1581.0,17616.0,12987.0,-7500.0,-5783.0,44135.0,51635.0,40.0,0.0,40.0,0.0,-5388.0,-695.0,17785.0,23173.0,1.0095935513169845,985.6123524499999,-56.19322314,162.23107406,1091.6502033699999,3207.0,偏多確認｜外資現貨大買；外資期貨淨多增,2
2025-09-10,489.47944283,-27.2738524,14.08535101,100.44950199,576.74044343,114.534853,-830.0,950.0,6631.0,5681.0,-69.0,22383.0,31191.0,8808.0,791.0,-17813.0,32440.0,50253.0,9931.0,-2677.0,31457.0,21526.0,-40.0,0.0,0.0,40.0,7110.0,3127.0,17089.0,9979.0,-6351.0,-30384.0,36901.0,43252.0,40.0,0.0,40.0,0.0,-2159.0,-692.0,14484.0,16643.0,0.8475627596699631,1393.09417492,-77.09007729,252.55784418,1568.56194181,979.0,偏多｜外資現貨大買；投信賣超；選擇權 PCR 偏低≤0.88（≈P20）,1
2025-09-11,329.99661731,-62.71656501,-32.93217011,50.66502809,285.01291028,17.73285798,92.0,1004.0,6169.0,5165.0,-238.0,22145.0,30782.0,8637.0,405.0,-16317.0,35061.0,51378.0,19340.0,9409.0,45056.0,25716.0,-40.0,0.0,0.0,40.0,7131.0,21.0,19795.0,12664.0,-5092.0,1259.0,45153.0,50245.0,40.0,0.0,40.0,0.0,-1802.0,357.0,17699.0,19501.0,0.8941146754230866,1605.0094309799997,-124.35210651,256.57918894,1737.23651341,1496.0,偏多｜外資現貨大買；投信賣超,1
2025-09-12,265.38500007,-58.10072034,12.20408612,37.21585081,256.70421666,49.41993693,1248.0,2044.0,6546.0,4502.0,-291.0,21854.0,30388.0,8534.0,-2279.0,-18558.0,33002.0,51560.0,10729.0,-16740.0,36108.0,25379.0,-40.0,0.0,0.0,40.0,6792.0,58.0,18164.0,11372.0,-1994.0,-11772.0,41711.0,43705.0,40.0,0.0,40.0,0.0,-1930.0,-254.0,16916.0,18846.0,0.9312926668134772,1587.5832619599996,-178.11307076999998,254.22243165999998,1663.6926228500001,-2241.0,偏空｜外資現貨大買；外資期貨淨空增；現貨買／期貨空→偏避險,-1
2025-09-15,25.46248589,-82.46829092,-2.76707377,12.73450656,-47.03837224,9.96743279,1197.0,3128.0,6356.0,3228.0,-1690.0,20164.0,28752.0,8588.0,-267.0,-18896.0,31187.0,50083.0,8532.0,-2197.0,39944.0,31412.0,-40.0,0.0,0.0,40.0,5802.0,-990.0,18684.0,12882.0,6531.0,8525.0,51243.0,44712.0,40.0,0.0,40.0,0.0,-2372.0,-442.0,17895.0,20267.0,0.9577713551701991,1466.8604956899999,-248.38010098,238.20774184999996,1456.6881365600002,-338.0,偏空｜投信賣超,-1
2025-09-16,270.03531062,-45.13790695,-15.51866087,26.5341239,235.9128667,11.01546303,4.0,3123.0,6871.0,3748.0,321.0,20485.0,28873.0,8388.0,667.0,-18244.0,30363.0,48607.0,6642.0,-1890.0,39337.0,32695.0,-40.0,0.0,0.0,40.0,6206.0,404.0,19059.0,12853.0,2591.0,-3940.0,55560.0,52969.0,40.0,0.0,40.0,0.0,-3419.0,-1047.0,18749.0,22168.0,0.9837347185056928,1380.35885672,-275.69733562,202.67054373,1307.33206483,652.0,偏多｜外資現貨大買；投信賣超,1
2025-09-17,-57.34012058,-53.14277279,-6.34644981,0.48275135,-116.34659183,-5.86369846,1045.0,1689.0,4350.0,2661.0,-210.0,20275.0,28773.0,8498.0,-3375.0,-18862.0,24198.0,43060.0,5882.0,-27071.0,23100.0,17218.0,0.0,0.0,0.0,0.0,2912.0,-3438.0,7235.0,4323.0,1046.0,-9341.0,27310.0,26264.0,0.0,0.0,0.0,0.0,2719.0,1990.0,7931.0,5212.0,1.0961990324809952,833.5392933099998,-301.56625601,82.27199226999998,614.24502957,-618.0,偏空確認｜外資現貨大賣；投信賣超,-2
2025-09-18,121.53720716,-49.87795065,38.50575418,62.11907193,172.28408262,100.62482611,189.0,1878.0,4454.0,2576.0,-291.0,19984.0,28339.0,8355.0,203.0,-18552.0,25411.0,43963.0,7514.0,1632.0,29499.0,21985.0,-40.0,-40.0,0.0,40.0,5233.0,2321.0,12629.0,7396.0,20014.0,18968.0,48824.0,28810.0,60.0,60.0,60.0,0.0,1509.0,-1210.0,10899.0,9390.0,0.863013698630137,625.0798831599999,-288.72764165,165.1639604,501.51620190999995,310.0,偏多｜外資現貨大買；投信賣超；選擇權 PCR 偏低≤0.88（≈P20）,1
2025-09-19,-157.45036443,-19.37327805,13.46021137,40.68685987,-122.67657124,54.14707124,171.0,2038.0,4840.0,2802.0,-520.0,19464.0,27674.0,8210.0,832.0,-17603.0,26660.0,44263.0,13111.0,-10899.0,31598.0,18487.0,-40.0,0.0,0.0,40.0,6382.0,868.0,12294.0,5912.0,7053.0,-9687.0,33039.0,25986.0,60.0,0.0,60.0,0.0,1020.0,-733.0,9579.0,8559.0,0.7791605661298194,202.24451865999987,-250.00019935999998,169.89109471,122.13541400999999,949.0,偏空｜外資現貨大賣；選擇權 PCR 偏低≤0.88（≈P20）,-1
2025-09-22,-66.50808558,-52.64117265,29.08896339,48.54872473,-41.51157011,77.63768812,-600.0,1431.0,5084.0,3653.0,83.0,19547.0,27417.0,7870.0,294.0,-17239.0,25588.0,42827.0,18473.0,5362.0,38791.0,20318.0,-40.0,0.0,0.0,40.0,7475.0,1093.0,13776.0,6301.0,20054.0,13001.0,52860.0,32806.0,60.0,0.0,60.0,0.0,-517.0,-1537.0,9636.0,10153.0,0.6994773519163763,110.27394718999986,-220.17308109,237.56135003999998,127.66221613999997,364.0,偏空確認｜外資現貨大賣；投信賣超；選擇權 PCR 偏低≤0.88（≈P20）,-2
2025-09-23,106.38719207,-15.69628564,5.59066577,26.46441884,122.74599104,32.05508461,-221.0,1200.0,5298.0,4098.0,332.0,19879.0,27500.0,7621.0,922.0,-16200.0,26491.0,42691.0,20682.0,2209.0,44509.0,23827.0,-40.0,0.0,0.0,40.0,8335.0,860.0,16156.0,7821.0,14574.0,-5480.0,54309.0,39735.0,60.0,0.0,60.0,0.0,-354.0,163.0,11948.0,12302.0,0.7395394899727655,-53.37417136000016,-190.73145978000002,258.60097162,14.495340479999982,1039.0,偏多｜外資現貨大買；選擇權 PCR 偏低≤0.88（≈P20）,1
2025-09-24,-129.50186461,-85.66887088,31.52965887,37.9814846,-145.65959202,69.51114347,880.0,2073.0,5104.0,3031.0,18.0,19897.0,27520.0,7623.0,-3522.0,-19917.0,23983.0,43900.0,7813.0,-27287.0,30725.0,22912.0,-40.0,0.0,0.0,40.0,5821.0,-2715.0,10205.0,4384.0,9775.0,-12115.0,39435.0,29660.0,60.0,0.0,60.0,0.0,2560.0,2749.0,9462.0,6902.0,0.9271925526702597,-125.53591539000018,-223.25755787,333.97581355,-14.817659710000015,-3717.0,偏空確認｜外資現貨大賣；外資期貨淨空增；投信賣超,-2
2025-09-25,1.06720086,-17.41264243,15.88402683,54.28970299,53.82828825,70.17372982,661.0,2764.0,5422.0,2658.0,-156.0,19741.0,27428.0,7687.0,-785.0,-21779.0,22398.0,44177.0,11642.0,3829.0,38647.0,27005.0,-40.0,0.0,0.0,40.0,5206.0,-615.0,11023.0,5817.0,17742.0,7967.0,48611.0,30869.0,60.0,0.0,60.0,0.0,2189.0,-371.0,10617.0,8428.0,0.9631679216184342,-246.00592169000015,-190.79224965,303.52471726,-133.27345408000002,-1862.0,偏空確認｜外資期貨淨空增；現貨買／期貨空→偏避險,-2
2025-09-26,-251.57852509,-56.52013477,-1.39467047,-43.86225156,-353.35558189,-45.25692203,1050.0,3907.0,6877.0,2970.0,-325.0,19416.0,27298.0,7882.0,-3305.0,-25119.0,20928.0,46047.0,8638.0,-30510.0,34795.0,26157.0,-40.0,0.0,0.0,40.0,5692.0,-151.0,11026.0,5334.0,13207.0,-2179.0,41507.0,28300.0,60.0,0.0,60.0,0.0,2320.0,382.0,10980.0,8660.0,0.9958280428079086,-340.1340823500002,-227.93910637000002,204.12072399,-363.95246473000003,-3340.0,偏空確認｜外資現貨大賣；外資期貨淨空增；投信賣超,-2
2025-09-30,65.50967708,6.96563422,35.61841572,24.33056654,132.42429356,59.94898226,-1396.0,2509.0,5287.0,2778.0,451.0,19867.0,27671.0,7804.0,3030.0,-21930.0,22485.0,44415.0,9276.0,638.0,38312.0,29036.0,-40.0,0.0,0.0,40.0,7756.0,2064.0,14237.0,6481.0,14154.0,947.0,54225.0,40071.0,60.0,0.0,60.0,0.0,2330.0,10.0,14186.0,11856.0,0.9964177846456417,-208.11631969000018,-168.3322995,186.43201813,-190.01660106000006,3189.0,偏多確認｜外資現貨大買；外資期貨淨多增,2
2025-10-01,126.64964009,6.33133899,30.75916302,2.21087609,165.95101819,32.97003911,-235.0,2234.0,5048.0,2814.0,176.0,20043.0,27883.0,7840.0,-444.0,-22349.0,21328.0,43677.0,13830.0,364.0,36052.0,22222.0,-40.0,0.0,0.0,40.0,6360.0,-2663.0,10940.0,4580.0,11638.0,-17743.0,45526.0,33888.0,60.0,0.0,60.0,0.0,4943.0,1819.0,12362.0,7419.0,1.129981718464351,-187.85387167000013,-146.30467486999999,187.34697262999998,-146.81157391,-419.0,偏多｜外資現貨大買,1
2025-10-02,234.09818512,2.37157488,39.28741172,48.94270848,324.6998802,88.2301202,31.0,2286.0,5220.0,2934.0,211.0,20254.0,27993.0,7739.0,-950.0,-23187.0,21563.0,44750.0,8156.0,-5674.0,37757.0,29601.0,-40.0,0.0,0.0,40.0,7702.0,1342.0,15999.0,8297.0,15037.0,3399.0,52767.0,37730.0,60.0,0.0,60.0,0.0,4683.0,-260.0,15792.0,11109.0,0.9870616913557098,175.74617805999986,-58.264229109999995,206.06594936,323.54789830999994,-838.0,偏多｜外資現貨大買,1
2025-10-03,169.59990133,-16.89575342,27.36525762,33.13815505,213.20756058,60.50341267,-599.0,1720.0,4782.0,3062.0,-361.0,19893.0,27497.0,7604.0,2268.0,-20852.0,23773.0,44625.0,9053.0,-2847.0,32473.0,23420.0,-40.0,0.0,0.0,40.0,8701.0,980.0,15092.0,6391.0,10498.0,-26089.0,44148.0,33650.0,60.0,0.0,60.0,0.0,3320.0,-1256.0,13790.0,10470.0,0.9137291280148423,344.2788785299998,-57.747340099999995,196.39563220999997,482.92717064,2335.0,偏多確認｜外資現貨大買；外資期貨淨多增,2
2025-10-07,6.76562801,-67.12400915,49.55021363,64.12943977,53.32127226,113.6796534,-318.0,1598.0,4640.0,3042.0,623.0,20516.0,27798.0,7282.0,-2752.0,-23701.0,23925.0,47626.0,15534.0,6481.0,44115.0,28581.0,-40.0,0.0,0.0,40.0,9141.0,440.0,17643.0,8502.0,11607.0,1109.0,58803.0,47196.0,60.0,0.0,60.0,0.0,2810.0,-510.0,16731.0,13921.0,0.948308110865499,602.6230316299998,-68.35121448000001,355.33220764,889.6040247899999,-2849.0,偏空確認｜外資期貨淨空增；現貨買／期貨空→偏避險；投信賣超,-2
2025-10-08,-140.94387269,-43.46217344,25.40313997,5.85571779,-153.14718837,31.25885776,1804.0,3348.0,6214.0,2866.0,-211.0,20305.0,27676.0,7371.0,-5692.0,-30405.0,19719.0,50124.0,7064.0,-15818.0,30466.0,23402.0,-40.0,0.0,0.0,40.0,9605.0,303.0,15120.0,5515.0,15104.0,-2820.0,46116.0,31012.0,60.0,0.0,60.0,0.0,5360.0,-1905.0,14598.0,9238.0,0.9654761904761905,396.16948185999985,-118.77902214000001,326.64208314,604.03254286,-6704.0,偏空確認｜外資現貨大賣；外資期貨淨空增；投信賣超,-2
2025-10-09,44.51256397,-23.71509167,32.93767901,27.39527162,81.13042293,60.33295063,-1200.0,2153.0,4754.0,2601.0,249.0,20554.0,27754.0,7200.0,1489.0,-28752.0,23216.0,51968.0,10361.0,3297.0,38086.0,27725.0,-40.0,0.0,0.0,40.0,10587.0,982.0,19273.0,8686.0,19579.0,4475.0,58347.0,38768.0,60.0,0.0,60.0,0.0,5645.0,285.0,18455.0,12810.0,0.9575572043791833,314.03240573999983,-148.82545280000002,354.00499465999997,519.2119476,1653.0,偏多｜外資期貨淨多增；投信賣超,1
2025-10-13,-563.12754939,-7.27586554,11.48691646,-119.55763063,-678.4741291,-108.07071417,1635.0,4225.0,6750.0,2525.0,761.0,21315.0,28615.0,7300.0,-4093.0,-33061.0,19592.0,52653.0,4996.0,-17320.0,33997.0,29001.0,-40.0,0.0,0.0,40.0,10916.0,230.0,19847.0,8931.0,18936.0,-4527.0,49565.0,30629.0,60.0,0.0,60.0,0.0,6196.0,1677.0,18709.0,12513.0,0.9426613593994054,-483.1933287700002,-158.47289322,157.70416029,-483.96206170000005,-4309.0,偏空確認｜外資現貨大賣；外資期貨淨空增,-2
2025-10-14,-163.48769283,-18.75833093,-28.47418127,-34.01089751,-244.73110254,-62.48507878,-2979.0,1589.0,5168.0,3579.0,39.0,21354.0,28688.0,7334.0,5562.0,-27444.0,20750.0,48194.0,21907.0,16911.0,50923.0,29016.0,-40.0,0.0,0.0,40.0,11890.0,974.0,24288.0,12398.0,9492.0,-9444.0,55384.0,45892.0,60.0,0.0,60.0,0.0,7735.0,1539.0,23571.0,15836.0,0.9704792490118577,-816.2809229300002,-160.33547073,34.71566883999997,-941.90072482,5617.0,中性／雜訊｜外資現貨大賣；外資期貨淨多增；現貨賣／期貨多→可能回補或對沖,0
2025-10-15,-151.00216875,-10.3720155,31.18322811,0.58957337,-129.60138277,31.77280148,-449.0,-543.0,2156.0,2699.0,497.0,21851.0,28809.0,6958.0,2715.0,-21671.0,19516.0,41187.0,1542.0,-17736.0,19697.0,18155.0,0.0,0.0,0.0,0.0,6670.0,3208.0,10624.0,3954.0,5079.0,-12209.0,27937.0,22858.0,0.0,0.0,0.0,0.0,4528.0,-382.0,7981.0,3453.0,0.7512236445783133,-974.0487196900002,-103.58347708,-47.19118308000003,-1124.82337985,5773.0,中性／雜訊｜外資現貨大賣；外資期貨淨多增；現貨賣／期貨多→可能回補或對沖,0
2025-10-16,129.59197265,2.00305686,41.40761648,64.70442985,237.70707584,106.11204633,272.0,-306.0,2909.0,3215.0,31.0,21882.0,28664.0,6782.0,-343.0,-22035.0,19964.0,41999.0,4415.0,2873.0,31479.0,27064.0,-40.0,-40.0,0.0,40.0,7126.0,456.0,14798.0,7672.0,13903.0,8824.0,44009.0,30106.0,80.0,80.0,80.0,0.0,4311.0,-217.0,11193.0,6882.0,0.7563859981078525,-703.5128743500003,-58.11824678,27.66200548999997,-733.96911564,-364.0,偏多｜外資現貨大買；選擇權 PCR 偏低≤0.88（≈P20）,1
